action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,ligand_efficiency.bei,ligand_efficiency.le,ligand_efficiency.lle,ligand_efficiency.sei,ligand_efficiency
,,203325,[],CHEMBL674106,Inhibitory activity against epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,CHEMBL517907,GW680191X,CHEMBL517907,7.96,0,http://www.openphacts.org/units/Nanomolar,15415,=,1,1,=,,IC50,nM,,11.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,11.0,18.15,0.35,4.81,8.54,
,,203327,[],CHEMBL690547,Inhibition of EGFR overexpressing HN5 (head/neck carcinoma) cell line proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,CHEMBL517907,GW680191X,CHEMBL517907,7.35,0,http://www.openphacts.org/units/Nanomolar,15415,=,1,1,=,,IC50,nM,,45.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.045,,,,,
,,203329,[],CHEMBL674106,Inhibitory activity against epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,CHEMBL460732,,CHEMBL460732,7.03,0,http://www.openphacts.org/units/Nanomolar,15413,=,1,1,=,,IC50,nM,,93.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,93.0,12.68,0.25,3.03,5.52,
,,204578,[],CHEMBL674106,Inhibitory activity against epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,CHEMBL540701,,CHEMBL540701,7.10,0,http://www.openphacts.org/units/Nanomolar,15417,=,1,1,=,,IC50,nM,,79.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,79.0,18.52,0.33,1.58,12.62,
,,205655,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,CHEMBL287832,,CHEMBL287832,7.40,0,http://www.openphacts.org/units/Nanomolar,60212,=,1,1,=,,IC50,nM,,40.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,40.0,17.99,0.39,3.35,12.57,
,,205656,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,CHEMBL287832,,CHEMBL287832,6.58,0,http://www.openphacts.org/units/Nanomolar,60212,=,1,1,=,,IC50,nM,,262.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,262.0,16.00,0.35,2.53,11.18,
,,208007,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,CHEMBL39337,,CHEMBL39337,9.36,1,http://www.openphacts.org/units/Nanomolar,60213,=,1,1,=,,IC50,nM,,0.44,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.44,27.50,0.61,5.35,14.07,
,,208008,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,CHEMBL39337,,CHEMBL39337,7.70,0,http://www.openphacts.org/units/Nanomolar,60213,=,1,1,=,,IC50,nM,,20.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,20.0,22.63,0.50,3.69,11.58,
,,208009,[],CHEMBL676158,Inhibition of Epidermal growth factor receptor from human A431 carcinoma cell membranes,B,,,BAO_0000190,BAO_0000019,assay format,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,CHEMBL39337,,CHEMBL39337,9.36,1,http://www.openphacts.org/units/Nanomolar,60213,=,1,1,=,,IC50,nM,,0.44,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.44,27.50,0.61,5.35,14.07,
,,208010,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,CHEMBL40734,,CHEMBL40734,9.36,1,http://www.openphacts.org/units/Nanomolar,60190,=,1,1,=,,IC50,nM,,0.44,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.44,27.58,0.61,4.74,17.46,
,,208011,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,CHEMBL40734,,CHEMBL40734,7.66,0,http://www.openphacts.org/units/Nanomolar,60190,=,1,1,=,,IC50,nM,,22.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,22.0,22.58,0.50,3.04,14.29,
,,208012,[],CHEMBL676158,Inhibition of Epidermal growth factor receptor from human A431 carcinoma cell membranes,B,,,BAO_0000190,BAO_0000019,assay format,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,CHEMBL40734,,CHEMBL40734,9.36,1,http://www.openphacts.org/units/Nanomolar,60190,=,1,1,=,,IC50,nM,,0.44,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.44,27.58,0.61,4.74,17.46,
,,209193,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,,,CHEMBL1130030,J Med Chem,1997,CHEMBL39811,,CHEMBL39811,8.12,0,http://www.openphacts.org/units/Nanomolar,60209,=,1,1,=,,IC50,nM,,7.5,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,7.5,17.92,0.38,3.51,13.52,
,,209194,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,,,CHEMBL1130030,J Med Chem,1997,CHEMBL39811,,CHEMBL39811,7.09,0,http://www.openphacts.org/units/Nanomolar,60209,=,1,1,=,,IC50,nM,,81.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,81.0,15.64,0.33,2.48,11.80,
,,210398,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,CHEMBL36727,,CHEMBL36727,9.10,0,http://www.openphacts.org/units/Nanomolar,60199,=,1,1,=,,IC50,nM,,0.8,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.8,25.75,0.56,4.47,21.28,
,,210399,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,CHEMBL36727,,CHEMBL36727,7.66,0,http://www.openphacts.org/units/Nanomolar,60199,=,1,1,=,,IC50,nM,,22.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,22.0,21.68,0.48,3.03,17.92,
,,210400,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4c(cnn4CCCN4CCOCC4)cc23)c1,,,CHEMBL1130030,J Med Chem,1997,CHEMBL39355,,CHEMBL39355,8.06,0,http://www.openphacts.org/units/Nanomolar,60194,=,1,1,=,,IC50,nM,,8.8,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,8.8,17.24,0.37,3.85,11.83,
,,210401,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4c(cnn4CCCN4CCOCC4)cc23)c1,,,CHEMBL1130030,J Med Chem,1997,CHEMBL39355,,CHEMBL39355,7.11,0,http://www.openphacts.org/units/Nanomolar,60194,=,1,1,=,,IC50,nM,,77.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,77.0,15.22,0.32,2.90,10.45,
,,210448,[],CHEMBL674106,Inhibitory activity against epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,CHEMBL493428,,CHEMBL493428,7.62,0,http://www.openphacts.org/units/Nanomolar,15411,=,1,1,=,,IC50,nM,,24.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,24.0,13.54,0.26,2.92,6.86,
,,210450,[],CHEMBL690547,Inhibition of EGFR overexpressing HN5 (head/neck carcinoma) cell line proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,CHEMBL493428,,CHEMBL493428,6.20,0,http://www.openphacts.org/units/Nanomolar,15411,=,1,1,=,,IC50,nM,,630.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.63,,,,,
,,213203,[],CHEMBL675514,Inhibition of epidermal growth factor (EGF) receptor from A431 cell membranes at 150 uM,F,,,BAO_0000201,BAO_0000219,cell-based format,Oc1ccc(-c2nc3ccc(O)cc3s2)cc1,,,CHEMBL1127530,J Med Chem,1994,CHEMBL44227,,CHEMBL44227,,0,http://qudt.org/vocab/unit#Percent,76267,=,1,1,=,,Inhibition,%,,42.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,42.0,,,,,
,,213204,[],CHEMBL814059,Cytotoxic effect on EGF-receptor overexpressing HN5 squamous carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Oc1ccc(-c2nc3ccc(O)cc3s2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1127530,J Med Chem,1994,CHEMBL44227,,CHEMBL44227,,0,http://www.openphacts.org/units/Nanomolar,76267,=,1,1,=,,IC50,nM,,130000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,130.0,,,,,
,,214381,[],CHEMBL675514,Inhibition of epidermal growth factor (EGF) receptor from A431 cell membranes at 150 uM,F,,,BAO_0000201,BAO_0000219,cell-based format,Oc1ccc(-c2nc3cc(O)c(O)cc3s2)cc1O,,,CHEMBL1127530,J Med Chem,1994,CHEMBL46786,,CHEMBL46786,,0,http://qudt.org/vocab/unit#Percent,76263,=,1,1,=,,Inhibition,%,,38.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,38.0,,,,,
,,214991,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc(Nc2ncnc3ccccc23)cc1,,,CHEMBL1130030,J Med Chem,1997,CHEMBL289959,,CHEMBL289959,6.46,1,http://www.openphacts.org/units/Nanomolar,60188,=,1,1,=,,IC50,nM,,346.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,346.0,29.20,0.52,3.09,17.09,
,,215556,[],CHEMBL814060,Cytotoxic effect on EGF-receptor overexpressing HN5 squamous carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Oc1ccc(/N=N/c2ccc(O)cc2O)cc1,,,CHEMBL1127530,J Med Chem,1994,CHEMBL47966,,CHEMBL47966,4.24,0,http://www.openphacts.org/units/Nanomolar,76265,=,1,1,=,,IC50,nM,,58000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,58.0,,,,,
,,216291,[],CHEMBL674106,Inhibitory activity against epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CN(CCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)CCS(C)(=O)=O,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,CHEMBL14874,,CHEMBL14874,6.08,0,http://www.openphacts.org/units/Nanomolar,15416,=,1,1,=,,IC50,nM,,830.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,830.0,11.68,0.22,1.38,6.49,
,,218693,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,CHEMBL416611,,CHEMBL416611,8.80,0,http://www.openphacts.org/units/Nanomolar,60198,=,1,1,=,,IC50,nM,,1.6,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,1.6,21.28,0.46,5.36,10.57,
,,218694,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,CHEMBL416611,,CHEMBL416611,7.31,0,http://www.openphacts.org/units/Nanomolar,60198,=,1,1,=,,IC50,nM,,49.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,49.0,17.69,0.38,3.87,8.79,
,,219940,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,CHEMBL36967,,CHEMBL36967,8.32,0,http://www.openphacts.org/units/Nanomolar,60210,=,1,1,=,,IC50,nM,,4.8,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,4.8,18.98,0.41,3.87,12.59,
,,219941,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,CHEMBL36967,,CHEMBL36967,8.02,0,http://www.openphacts.org/units/Nanomolar,60210,=,1,1,=,,IC50,nM,,9.6,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,9.6,18.29,0.39,3.57,12.14,
,,220991,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,,,CHEMBL1130030,J Med Chem,1997,CHEMBL36164,,CHEMBL36164,8.46,0,http://www.openphacts.org/units/Nanomolar,60192,=,1,1,=,,IC50,nM,,3.5,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,3.5,18.53,0.40,5.06,8.69,
,,220992,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,,,CHEMBL1130030,J Med Chem,1997,CHEMBL36164,,CHEMBL36164,6.87,0,http://www.openphacts.org/units/Nanomolar,60192,=,1,1,=,,IC50,nM,,135.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,135.0,15.05,0.32,3.47,7.06,
,,224609,[],CHEMBL873605,Inhibition of Epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,,,CHEMBL1133502,J Med Chem,2000,CHEMBL428690,ALVOCIDIB,CHEMBL428690,4.66,0,http://www.openphacts.org/units/Nanomolar,254265,=,1,1,=,,IC50,nM,,22000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,22.0,11.59,0.23,1.36,4.95,
,,224620,[],CHEMBL873605,Inhibition of Epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(Oc4ccccc4Cl)oc23)[C@H](O)C1,,,CHEMBL1133502,J Med Chem,2000,CHEMBL133498,,CHEMBL133498,,0,http://www.openphacts.org/units/Nanomolar,254273,>,1,1,>,,IC50,nM,,50000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,50.0,,,,,
,,229600,[],CHEMBL873605,Inhibition of Epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(Sc4ccccc4Cl)oc23)[C@H](O)C1,,,CHEMBL1133502,J Med Chem,2000,CHEMBL334881,,CHEMBL334881,,0,http://www.openphacts.org/units/Nanomolar,254276,>,1,1,>,,IC50,nM,,50000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,50.0,,,,,
,,244114,[],CHEMBL873605,Inhibition of Epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@]1(Cc2ccc(O)c(CC=C(C)C)c2)OC(=O)C(O)=C1c1ccc(O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1133502,J Med Chem,2000,CHEMBL1242973,BUTYROLACTONE I,CHEMBL1242973,,0,http://www.openphacts.org/units/Nanomolar,254267,=,1,1,=,,IC50,nM,,590000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,590.0,,,,,
,,257864,[],CHEMBL873605,Inhibition of Epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1133502,J Med Chem,2000,CHEMBL280074,OLOMOUCINE,CHEMBL280074,,0,http://www.openphacts.org/units/Nanomolar,254268,=,1,1,=,,IC50,nM,,440000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,440.0,,,,,
,,265169,[],CHEMBL677890,Inhibitory activity against protein tyrosine kinase of Epidermal growth factor receptor was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H]1[C@@H](N(C)C(=O)c2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL1127758,Bioorg Med Chem Lett,1994,CHEMBL338448,,CHEMBL338448,5.72,0,http://www.openphacts.org/units/Nanomolar,249318,=,1,1,=,,IC50,nM,,1900.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.9,10.03,0.18,-0.19,7.36,
,,266495,[],CHEMBL677890,Inhibitory activity against protein tyrosine kinase of Epidermal growth factor receptor was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H]1[C@@H](N(C)C(=O)c2ccc(Cl)cc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL1127758,Bioorg Med Chem Lett,1994,CHEMBL131715,,CHEMBL131715,5.16,0,http://www.openphacts.org/units/Nanomolar,249312,=,1,1,=,,IC50,nM,,7000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,7.0,8.52,0.16,-1.41,6.63,
,,266500,[],CHEMBL677890,Inhibitory activity against protein tyrosine kinase of Epidermal growth factor receptor was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H]1[C@@H](N(C)C(=O)c2ccc(C(=O)O)cc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL1127758,Bioorg Med Chem Lett,1994,CHEMBL435809,,CHEMBL435809,6.96,0,http://www.openphacts.org/units/Nanomolar,249292,=,1,1,=,,IC50,nM,,110.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.11,11.32,0.21,1.35,6.05,
,,271226,[],CHEMBL675521,Inhibition of Epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(C)c1-c1cc2cnc(N)nc2nc1NC(=O)NC(C)(C)C,,,CHEMBL1130094,J Med Chem,1997,CHEMBL57323,,CHEMBL57323,6.21,0,http://www.openphacts.org/units/Nanomolar,133216,=,1,1,=,,IC50,nM,,610.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.61,17.05,0.31,2.40,5.87,
,,271231,[],CHEMBL675521,Inhibition of Epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NC(C)(C)C)nc3n2)CC1,,,CHEMBL1130094,J Med Chem,1997,CHEMBL57347,,CHEMBL57347,6.82,0,http://www.openphacts.org/units/Nanomolar,133217,=,1,1,=,,IC50,nM,,150.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.15,12.51,0.25,1.85,6.94,
,,271238,[],CHEMBL675521,Inhibition of Epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C)c(C)c(-c2cc3cnc(NCCCN4CCN(C)CC4)nc3nc2NC(=O)NC(C)(C)C)c1C,,,CHEMBL1130094,J Med Chem,1997,CHEMBL75188,,CHEMBL75188,5.16,0,http://www.openphacts.org/units/Nanomolar,133218,=,1,1,=,,IC50,nM,,7000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,7.0,9.68,0.18,0.26,5.24,
,,271592,[],CHEMBL677890,Inhibitory activity against protein tyrosine kinase of Epidermal growth factor receptor was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H]1[C@@H](N(C)S(C)(=O)=O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL1127758,Bioorg Med Chem Lett,1994,CHEMBL131020,,CHEMBL131020,5.96,0,http://www.openphacts.org/units/Nanomolar,249306,=,1,1,=,,IC50,nM,,1100.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.1,10.94,0.21,1.93,6.29,
,,271596,[],CHEMBL677890,Inhibitory activity against protein tyrosine kinase of Epidermal growth factor receptor was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H]1[C@@H](N(C)C(=O)c2ccccc2Cl)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL1127758,Bioorg Med Chem Lett,1994,CHEMBL131590,,CHEMBL131590,5.33,0,http://www.openphacts.org/units/Nanomolar,249314,=,1,1,=,,IC50,nM,,4700.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,4.7,8.81,0.17,-1.23,6.85,
,,272862,[],CHEMBL680015,Inhibition of EGFR,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,,,CHEMBL1136583,Bioorg Med Chem Lett,2003,CHEMBL160846,,CHEMBL160846,8.10,0,http://www.openphacts.org/units/Nanomolar,309600,=,1,1,=,,IC50,nM,,8.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.008,14.30,0.29,1.91,7.63,
